130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
130.6,167.1,1.0,1.0,0.0
