10.930,phoneme,t
11.070,phoneme,a
11.145,phoneme,u
11.220,phoneme,t
11.510,phoneme,a
11.580,phoneme,u
11.660,phoneme,t
11.770,phoneme,a
11.850,phoneme,m
11.940,phoneme,y
12.030,phoneme,a
12.065,phoneme,y
12.100,phoneme,t
12.140,phoneme,a
12.190,phoneme,y
12.240,phoneme,t
12.360,phoneme,a
12.425,phoneme,y
12.490,phoneme,a
12.540,phoneme,t
12.630,phoneme,a
12.730,phoneme,u
12.830,phoneme,t
12.950,phoneme,a
13.020,phoneme,t
13.150,phoneme,a
13.210,phoneme,t
13.280,phoneme,m
13.310,phoneme,a
13.390,phoneme,t
13.460,phoneme,f
13.490,phoneme,u
13.530,phoneme,m
13.600,phoneme,t
13.640,phoneme,a
13.750,phoneme,t
13.890,phoneme,a
14.020,phoneme,t
14.080,phoneme,a
14.190,phoneme,t
14.480,phoneme,a
14.560,phoneme,t
14.660,phoneme,a
14.700,phoneme,y
14.780,phoneme,t
14.860,phoneme,a
14.900,phoneme,y
14.940,phoneme,t
14.970,phoneme,a
15.030,phoneme,t
15.130,phoneme,a
15.190,phoneme,t
15.250,phoneme,a
15.290,phoneme,y
15.390,phoneme,a
15.430,phoneme,t
15.460,phoneme,a
15.470,phoneme,y
15.670,phoneme,a
15.740,phoneme,t
15.810,phoneme,a
15.870,phoneme,t
15.960,phoneme,y
16.020,phoneme,a
16.040,phoneme,y
16.060,phoneme,t
16.150,phoneme,y
16.230,phoneme,u
16.360,phoneme,m
16.490,phoneme,a
16.650,phoneme,t
16.870,phoneme,a
16.940,phoneme,y
17.010,phoneme,t
17.080,phoneme,u
17.090,phoneme,a
17.130,phoneme,t
17.190,phoneme,a
17.260,phoneme,y
17.300,phoneme,a
17.310,phoneme,t
17.320,phoneme,a
17.360,phoneme,y
17.420,phoneme,m
17.530,phoneme,a
17.585,phoneme,y
17.640,phoneme,t
17.690,phoneme,a
17.740,phoneme,f
17.830,phoneme,t
17.840,phoneme,a
17.910,phoneme,t
18.280,phoneme,f
18.370,phoneme,y
18.460,phoneme,a
18.630,phoneme,t
18.880,phoneme,a
18.925,phoneme,u
18.970,phoneme,a
19.020,phoneme,t
19.120,phoneme,u
19.240,phoneme,t
19.300,phoneme,a
19.400,phoneme,t
20.060,phoneme,a
20.070,phoneme,t
20.500,phoneme,y
20.570,phoneme,a
20.610,phoneme,y
20.650,phoneme,t
20.740,phoneme,u
20.940,phoneme,a
21.120,phoneme,t
21.540,phoneme,y
21.620,phoneme,u
21.660,phoneme,t
21.710,phoneme,a
21.750,phoneme,t
21.830,phoneme,a
21.840,phoneme,m
22.570,phoneme,a
22.640,phoneme,t
22.750,phoneme,a
22.800,phoneme,t
22.890,phoneme,f
22.970,phoneme,u
23.030,phoneme,a
23.055,phoneme,y
23.080,phoneme,t
23.140,phoneme,a
23.190,phoneme,t
23.390,phoneme,a
23.540,phoneme,m
23.580,phoneme,a
23.640,phoneme,y
23.710,phoneme,t
23.840,phoneme,a
23.905,phoneme,u
24.070,phoneme,a
24.115,phoneme,y
24.160,phoneme,t
24.310,phoneme,a
24.470,phoneme,u
24.730,phoneme,a
24.770,phoneme,t
24.990,phoneme,a
25.060,phoneme,u
25.130,phoneme,a
25.200,phoneme,t
25.260,phoneme,a
25.520,phoneme,t
25.850,phoneme,a
25.900,phoneme,t
26.010,phoneme,u
26.040,phoneme,a
26.050,phoneme,t
26.100,phoneme,a
26.115,phoneme,y
26.130,phoneme,m
26.200,phoneme,t
26.290,phoneme,a
26.315,phoneme,y
26.340,phoneme,a
26.380,phoneme,t
26.410,phoneme,a
26.470,phoneme,m
26.510,phoneme,a
26.540,phoneme,u
26.570,phoneme,t
26.630,phoneme,m
27.540,phoneme,a
27.630,phoneme,t
27.750,phoneme,y
27.760,phoneme,u
27.940,phoneme,y
28.000,phoneme,a
28.035,phoneme,y
28.070,phoneme,t
28.150,phoneme,a
28.195,phoneme,y
28.240,phoneme,m
28.270,phoneme,t
28.280,phoneme,a
28.290,phoneme,u
28.300,phoneme,a
28.310,phoneme,t
28.380,phoneme,a
28.390,phoneme,t
28.490,phoneme,a
28.560,phoneme,t
28.600,phoneme,a
28.650,phoneme,t
28.700,phoneme,a
28.760,phoneme,m
28.820,phoneme,a
28.870,phoneme,t
28.930,phoneme,a
28.945,phoneme,y
28.960,phoneme,m
29.000,phoneme,t
29.010,phoneme,a
29.015,phoneme,u
29.020,phoneme,a
29.060,phoneme,t
29.080,phoneme,a
29.170,phoneme,m
29.240,phoneme,a
29.280,phoneme,y
29.320,phoneme,a
29.390,phoneme,t
29.500,phoneme,u
29.590,phoneme,t
29.680,phoneme,m
29.770,phoneme,a
29.910,phoneme,u
29.960,phoneme,a
30.000,phoneme,t
30.040,phoneme,a
30.100,phoneme,m
30.110,phoneme,t
30.150,phoneme,a
30.155,phoneme,u
30.160,phoneme,a
30.180,phoneme,t
30.200,phoneme,a
30.260,phoneme,m
30.330,phoneme,a
30.370,phoneme,y
30.410,phoneme,a
30.480,phoneme,t
30.570,phoneme,u
30.640,phoneme,t
30.710,phoneme,u
30.800,phoneme,a
30.840,phoneme,u
30.880,phoneme,y
30.960,phoneme,m
31.040,phoneme,a
31.150,phoneme,t
31.190,phoneme,a
31.260,phoneme,y
31.360,phoneme,a
31.405,phoneme,y
31.450,phoneme,m
31.470,phoneme,t
31.480,phoneme,a
31.485,phoneme,u
31.490,phoneme,a
31.520,phoneme,t
31.590,phoneme,a
31.660,phoneme,u
31.780,phoneme,a
31.825,phoneme,y
31.870,phoneme,t
31.910,phoneme,a
32.000,phoneme,t
32.170,phoneme,a
32.280,phoneme,u
32.360,phoneme,a
32.395,phoneme,y
32.430,phoneme,m
32.510,phoneme,u
32.600,phoneme,t
32.720,phoneme,a
32.770,phoneme,t
32.840,phoneme,a
32.920,phoneme,t
33.070,phoneme,a
33.170,phoneme,y
33.350,phoneme,t
33.500,phoneme,m
33.610,phoneme,a
33.655,phoneme,y
33.700,phoneme,m
33.760,phoneme,a
33.775,phoneme,y
33.850,phoneme,u
33.860,phoneme,t
33.870,phoneme,a
33.875,phoneme,u
33.880,phoneme,a
33.890,phoneme,t
33.950,phoneme,a
34.010,phoneme,u
34.090,phoneme,a
34.125,phoneme,y
34.160,phoneme,t
34.170,phoneme,a
34.210,phoneme,t
34.260,phoneme,u
34.300,phoneme,a
34.340,phoneme,t
34.370,phoneme,a
34.410,phoneme,f
34.440,phoneme,t
34.450,phoneme,a
34.470,phoneme,u
34.490,phoneme,t
34.610,phoneme,f
34.710,phoneme,a
34.820,phoneme,t
34.960,phoneme,a
35.000,phoneme,y
35.040,phoneme,m
35.170,phoneme,u
35.290,phoneme,t
35.420,phoneme,y
35.480,phoneme,u
35.530,phoneme,t
35.590,phoneme,a
35.660,phoneme,u
36.690,phoneme,y
36.830,phoneme,a
36.970,phoneme,u
36.990,phoneme,t
37.040,phoneme,a
37.120,phoneme,t
37.170,phoneme,y
37.260,phoneme,a
37.310,phoneme,y
37.360,phoneme,u
37.420,phoneme,t
37.480,phoneme,a
37.610,phoneme,y
37.720,phoneme,u
39.340,phoneme,a
39.400,phoneme,t
39.430,phoneme,a
39.470,phoneme,f
39.990,phoneme,t
40.060,phoneme,a
40.130,phoneme,t
40.240,phoneme,m
40.340,phoneme,a
40.405,phoneme,y
40.470,phoneme,t
40.560,phoneme,y
40.650,phoneme,a
40.695,phoneme,y
40.740,phoneme,a
40.840,phoneme,t
40.910,phoneme,a
40.930,phoneme,m
41.020,phoneme,a
41.045,phoneme,y
41.070,phoneme,a
41.180,phoneme,t
41.240,phoneme,u
41.280,phoneme,a
41.330,phoneme,f
41.420,phoneme,a
41.425,phoneme,y
41.430,phoneme,t
41.440,phoneme,a
41.450,phoneme,t
41.470,phoneme,a
41.480,phoneme,t
42.010,phoneme,a
42.020,phoneme,u
42.030,phoneme,t
42.040,phoneme,a
42.050,phoneme,t
42.080,phoneme,u
42.150,phoneme,y
42.200,phoneme,u
42.480,phoneme,t
42.490,phoneme,a
42.520,phoneme,y
42.550,phoneme,t
42.650,phoneme,a
42.800,phoneme,t
42.950,phoneme,a
42.960,phoneme,m
42.970,phoneme,t
42.980,phoneme,a
42.990,phoneme,t
43.010,phoneme,a
47.760,phoneme,u
47.990,phoneme,m
48.060,phoneme,a
48.100,phoneme,t
48.150,phoneme,y
48.200,phoneme,u
48.300,phoneme,t
48.360,phoneme,a
48.420,phoneme,t
48.520,phoneme,m
48.600,phoneme,a
48.640,phoneme,y
48.680,phoneme,t
48.760,phoneme,a
48.800,phoneme,t
48.860,phoneme,y
48.880,phoneme,u
48.970,phoneme,f
49.100,phoneme,a
49.200,phoneme,u
49.300,phoneme,t
49.720,phoneme,a
49.810,phoneme,t
49.920,phoneme,y
49.950,phoneme,u
50.040,phoneme,t
50.190,phoneme,a
50.250,phoneme,y
50.310,phoneme,a
50.380,phoneme,t
50.490,phoneme,u
50.620,phoneme,y
50.670,phoneme,a
50.720,phoneme,t
50.810,phoneme,y
50.860,phoneme,a
50.905,phoneme,y
50.950,phoneme,t
51.050,phoneme,a
51.245,phoneme,u
51.670,phoneme,y
51.790,phoneme,u
51.860,phoneme,t
51.940,phoneme,a
52.060,phoneme,u
52.330,phoneme,t
52.440,phoneme,a
52.510,phoneme,t
52.660,phoneme,a
52.700,phoneme,y
52.740,phoneme,m
52.840,phoneme,a
52.940,phoneme,t
53.010,phoneme,f
53.060,phoneme,u
53.120,phoneme,m
55.130,phoneme,a
55.135,phoneme,y
55.140,phoneme,f
55.190,phoneme,a
55.300,phoneme,t
55.360,phoneme,u
55.430,phoneme,t
55.520,phoneme,f
55.640,phoneme,y
55.700,phoneme,u
55.840,phoneme,t
55.850,phoneme,u
55.940,phoneme,a
56.000,phoneme,y
56.440,phoneme,a
56.580,phoneme,t
56.740,phoneme,a
56.765,phoneme,y
56.790,phoneme,t
56.850,phoneme,a
56.860,phoneme,t
56.940,phoneme,y
56.980,phoneme,a
57.020,phoneme,t
57.100,phoneme,a
57.160,phoneme,m
57.260,phoneme,a
57.340,phoneme,u
57.400,phoneme,a
57.450,phoneme,f
57.520,phoneme,y
57.550,phoneme,a
57.595,phoneme,y
57.640,phoneme,t
58.050,phoneme,y
58.150,phoneme,u
58.200,phoneme,t
58.250,phoneme,a
58.305,phoneme,u
58.370,phoneme,y
58.380,phoneme,a
58.385,phoneme,y
58.390,phoneme,t
58.400,phoneme,u
58.410,phoneme,a
58.420,phoneme,t
